CASE_NUMBER,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,ORIGINAL_CERT_DATE,CASE_STATUS
I-200-18233-217220,08/21/2018,08/27/2018,H-1B,08/21/2018,08/21/2021,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY","MASTECH DIGITAL TECHNOLOGIES, INC.",1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,UNITED STATES OF AMERICA,,4127872100,9553,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,6,1,1,1,1,1,1,Y,78166,Level II,OES,2018,OFLC (ONLINE DATA CENTER),78166,93166,Y,N,Y,Y,EDEN PRAIRIE,HENNEPIN,MN,,CERTIFIED
I-200-18191-463445,07/10/2018,07/12/2018,H-1B,08/13/2018,08/13/2021,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487127983,,Y,"WISNIEWSKI, JOEL",TROY,MI,TECHNICAL SOLUTIONS ARCHITECT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",561320,1,1,0,0,0,0,0,Y,47.04,Level III,OES,2018,OFLC ONLINE DATA CENTER,48.89,0,N,N,NA,Y,ISELIN,MIDDLESEX,NJ,,WITHDRAWN
I-200-18207-328662,07/26/2018,08/01/2018,H-1B,07/26/2018,07/25/2021,INDUS-USA INC.,,"1108, SOLDIERS FIELD DR",SUGAR LAND,TX,UNITED STATES OF AMERICA,,2488653340,101,Y,"NALLIAH, RAJAGURU",BLOOMFIELD HILLS,MI,DESIGN ENGINEER / MECHANICAL ENGINEER,17-2141,MECHANICAL ENGINEERS,541511,1,0,1,0,0,0,0,Y,78478,Level II,Other,2018,OFLC ONLINE DATA CENTER,78478,0,Y,N,Y,Y,MADISON HEIGHTS,OAKLAND,MI,,CERTIFIED
I-200-18207-818097,07/26/2018,08/01/2018,H-1B,08/20/2018,08/20/2021,"NEW YORK TECHNOLOGY PARTNERS, INC.",,111 TOWN SQUARE PLACE,JERSEY CITY,NJ,UNITED STATES OF AMERICA,,2015210300,,Y,"OROCHENA, REBECCA",JERSEY CITY,NJ,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,114982,Level III,OES,2018,OFLC ONLINE DATA CENTER,120000,0,Y,N,Y,,GREENBELT,PRINCE GEORGE,MD,,CERTIFIED
I-200-18222-400515,08/20/2018,08/24/2018,H-1B,08/24/2018,08/23/2021,"PERFICIENT, INC.",,555 MARYVILLE UNIVERSITY DRIVE,ST. LOUIS,MO,UNITED STATES OF AMERICA,,4023911991,,Y,"FEINSTEIN, JESSICA",OMAHA,NE,SENIOR TECHNICAL CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,0,0,0,0,1,Y,79019,Level II,OES,2018,OFLC ONLINE DATA CENTER,87000,97000,Y,N,Y,,FRANKLIN,WILLIAMSON,TN,,CERTIFIED
I-200-18215-952209,08/07/2018,08/13/2018,H-1B,01/01/2019,12/31/2021,THE OHIO STATE UNIVERSITY,,140 ENARSON CLASSROOM BUILDING,COLUMBUS,OH,UNITED STATES OF AMERICA,,6142926101,,N,",",,,ASSISTANT PROFESSOR,25-1032,"ENGINEERING TEACHERS, POSTSECONDARY",611310,1,1,0,0,0,0,0,Y,70380,Level I,OES,2018,,95004,0,N,N,NA,Y,COLUMBUS,FRANKLIN,OH,,CERTIFIED
I-200-18218-016483,08/07/2018,08/13/2018,H-1B,01/11/2019,01/10/2022,FLORIDA ATLANTIC UNIVERSITY,,777 GLADES ROAD,BOCA RATON,FL,UNITED STATES OF AMERICA,,5612970694,,Y,"BLUMBERG, AARON",MIAMI,FL,ASSISTANT PROFESSOR,25-1011,"BUSINESS TEACHERS, POSTSECONDARY",611310,1,0,1,0,0,0,0,Y,59660,Level I,OES,2018,,99003.09,0,N,N,,Y,BOCA RATON,PALM BEACH,FL,,CERTIFIED
I-200-18226-485122,08/14/2018,08/20/2018,H-1B,01/01/2019,12/31/2021,NEW YORK UNIVERSITY,,OFFICE OF GLOBAL SERVICES,NEW YORK,NY,UNITED STATES OF AMERICA,,2129984246,,N,",",,,POSTDOCTORAL ASSOCIATE,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,1,0,0,0,0,0,Y,42120,Level I,OES,2018,OFLC ONLINE DATA CENTER-ACWIA,55200,0,N,N,NA,Y,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18218-161251,08/06/2018,08/10/2018,H-1B,08/20/2018,08/19/2021,QUEST DIAGNOSTICS INCORPORATED,,500 PLAZA DRIVE,SECAUCUS,NJ,UNITED STATES OF AMERICA,,5742138942,,Y,"STOCK, WILLIAM",PHILADELPHIA,PA,ASSOC MEDICAL DIRECTOR (PATHOLOGIST),29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",541380,1,0,0,0,0,1,0,Y,211869,Level III,OES,2018,OFLC ONLINE DATA CENTER,212000,366000,N,N,NA,,SAN JUAN CAPISTRANO,ORANGE,CA,,CERTIFIED
I-200-18184-916351,07/10/2018,07/16/2018,H-1B,08/01/2018,07/31/2021,"INTELLIGRATED HEADQUARTERS, LLC",N/A,7901 INNOVATION WAY,MASON,OH,UNITED STATES OF AMERICA,N/A,9734555734,,Y,"NELSON, TIMOTHY",MATAWAN,NJ,TECHNICAL PROJECT MANAGER,17-2112,INDUSTRIAL ENGINEERS,541330,1,0,0,0,0,1,0,Y,85715,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,92500,0,N,N,NA,,MASON,WARREN,OH,,CERTIFIED
I-200-18221-216948,08/14/2018,08/20/2018,H-1B,08/15/2018,08/14/2021,TEKSYSTEMS GLOBAL SERVICES LLC,,7437 RACE ROAD,HANOVER,MD,UNITED STATES OF AMERICA,,4105796207,,Y,"PHAM, SON",WASHINGTON,DC,SENIOR DIRECTOR,11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541690,1,0,0,1,0,0,0,Y,186200,N/A,Other,2017,COMPSOURCE TOWERS WATSON 2017 SUPERVISORY AND MIDDLE MANAGEMENT COMPENSATION S,187000,197000,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18191-889214,07/10/2018,07/16/2018,H-1B,01/01/2019,06/30/2021,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,N/A,77 MASSACHUSETTS AVENUE,CAMBRIDGE,MA,UNITED STATES OF AMERICA,N/A,6172532851,,N,",",,,ASSISTANT PROFESSOR,25-1032,"ENGINEERING TEACHERS, POSTSECONDARY",6113,1,1,0,0,0,0,0,Y,74590,Level I,OES,2018,N/A,111000,0,N,N,NA,,CAMBRIDGE,MIDDLESEX,MA,,CERTIFIED
I-200-18211-160072,07/31/2018,08/02/2018,H-1B,09/08/2018,09/07/2021,KING ARCHITECTURAL SOLUTIONS PLLC,N/A,108 NORTH GREENWOOD,TULSA,OK,UNITED STATES OF AMERICA,,9187940758,,Y,"SOBEL, DAVID",TULSA,OK,INTERN ARCHITECT,17-3011,ARCHITECTURAL AND CIVIL DRAFTERS,541310,1,0,1,0,0,0,0,Y,46800,Level II,OES,2018,OFLC ONLINE DATA CENTER,46800,0,N,N,NA,Y,TULSA,TULSA,OK,,DENIED
I-200-18199-658397,07/18/2018,07/20/2018,H-1B,07/18/2018,07/15/2020,GREATER HOUSTON ENTERPRISES LLC,GREATER HOUSTON ENTERPRISES LLC,12377 BISSONNET STREET,HOUSTON,TX,UNITED STATES OF AMERICA,N/A,281530302722,,Y,"PORTZ, CHUCK",HOUSTON,TX,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,541211,1,1,0,0,0,0,0,Y,58781,Level I,OES,2018,N/A,55000,58781,N,N,Y,Y,HOUSTON,TEXAS,TX,,DENIED
I-200-18226-093383,08/14/2018,08/20/2018,H-1B,08/30/2018,08/29/2021,NIIT TECHNOLOGIES LIMITED,,1050 CROWN POINTE PARKWAY,ATLANTA,GA,UNITED STATES OF AMERICA,,7702906049,,Y,"HEYER, COLE",ATLANTA,GA,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,74800,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECH. & OPERATIONS) COMPENSATION SURVEY,74800,0,Y,N,Y,,MORRISTOWN,MORRIS,NJ,,CERTIFIED
I-200-18228-995054,08/17/2018,08/23/2018,H-1B,08/23/2018,08/22/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,1,0,0,0,0,Y,62234,Level II,OES,2018,OFLC ONLINE DATA CENTER',62234,0,N,N,NA,Y,BLOOMINGTON,MCLEAN,IL,,CERTIFIED
I-200-18205-850867,08/15/2018,08/21/2018,H-1B,08/27/2018,08/27/2021,"ANTHEM, INC.",,220 VIRGINIA AVENUE,INDIANAPOLIS,IN,UNITED STATES OF AMERICA,,5133363844,,Y,"MASSARD, LOUIS",CHICAGO,IL,SYSTEMS ANALYST ADVISOR,15-1121,COMPUTER SYSTEMS ANALYSTS,524114,1,0,0,0,0,1,0,Y,91500,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL & OPERATIONS) COMP. SURVE,91500,115000,N,N,NA,Y,CHICAGO,COOK,IL,,CERTIFIED
I-200-18219-987655,08/07/2018,08/13/2018,H-1B,01/26/2019,01/25/2022,"ADTRAN, INC.",N/A,901 EXPLORER BOULEVARD,HUNTSVILLE,AL,UNITED STATES OF AMERICA,N/A,2569637876,,Y,"KRAMER, MYRON",DECATUR,GA,SOFTWARE DEVELOPMENT ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",334210,1,0,1,0,0,0,0,Y,99895,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,107052,0,N,N,NA,,HUNTSVILLE,MADISON,AL,,CERTIFIED
I-200-18193-685042,07/12/2018,07/18/2018,H-1B,08/13/2018,08/13/2021,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487127983,,Y,"WISNIEWSKI, JOEL",TROY,MI,TECHNICAL SOLUTIONS ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",561320,1,1,0,0,0,0,0,Y,46.33,Level II,OES,2018,OFLC ONLINE DATA CENTER,48.89,0,N,N,NA,Y,ISELIN,MIDDLESEX,NJ,,CERTIFIED
I-200-18200-570320,07/20/2018,07/23/2018,H-1B,09/10/2018,09/09/2021,"STATE OF ARKANSAS, DEPARTMENT OF FINANCE AND ADMINISTRATION",,1509 W. 7TH ST.,LITTLE ROCK,AR,UNITED STATES OF AMERICA,,5016825174,,N,",",,,DFA IT TECHNICAL SPECIALIST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",9211,3,0,0,0,0,3,0,Y,97032,Level IV,Other,2018,OFLC ONLINE DATA CENTER,99920,130000,N,N,NA,Y,LITTLE ROCK,ARKANSAS,AR,,DENIED
I-200-18229-772306,08/17/2018,08/23/2018,H-1B,09/01/2018,08/31/2021,"SOUTHSIDE PHYSICIANS NETWORK, LLC",,"436 CLAIRMONT COURT, SUITE 105",COLONIAL HEIGHTS,VA,UNITED STATES OF AMERICA,,8047656870,,Y,"COHEN, ADAM",MEMPHIS,TN,ENDOCRINOLOGIST,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",621111,1,1,0,0,0,0,0,Y,208000,Level II,OES,2018,OFLC ONLINE DATA CENTER,230000,0,N,N,NA,Y,PETERSBURG,DINWIDDIE,VA,,CERTIFIED
I-200-18183-762067,07/03/2018,07/10/2018,H-1B,07/30/2018,07/29/2021,JPMORGAN CHASE &AMP; CO.,,10 S. DEARBORN STREET,CHICAGO,IL,UNITED STATES OF AMERICA,,3127321994,,Y,"HO, TINA",RALEIGH,NC,"ASSOCIATE, SOFTWARE ENGINEER",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",551112,1,0,0,0,0,1,0,Y,99500,N/A,Other,2017,TOWERS WATSON PROFESSIONAL (INFORMATION TECHNOLOGY) COMPENSATION SURVEY,125000,0,N,N,NA,Y,PLANO,COLLIN,TX,,CERTIFIED
I-200-18219-649301,08/07/2018,08/14/2018,H-1B,10/20/2018,10/20/2021,TWILIO INC.,N/A,375 BEALE ST.,SAN FRANCISCO,CA,UNITED STATES OF AMERICA,N/A,4153902337,,Y,"EMRALINO, JESTHERLYNN",SANTA CLARA,CA,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,5,1,1,1,0,1,1,Y,141500,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,141500,0,N,N,NA,,SAN FRANCISCO,SAN FRANCISCO,CA,08/09/2018,CERTIFIED-WITHDRAWN
I-201-18219-530833,08/07/2018,08/09/2018,H-1B1 Chile,09/01/2018,11/28/2018,"STOLPMAN VINEYARDS, LLC",STOLPMAN VINEYARDS,PO BOX 488,LOS OLIVOS,CA,UNITED STATES OF AMERICA,,8056880400,,N,",",,,2018 HARVEST POSITION,11-9013,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS",111332,1,1,0,0,0,0,0,Y,12,N/A,Other,2018,OFLC ONLINE DATA CENTER,12,0,,,,,LOMPOC,SANTA BARBARA,CA,,DENIED
I-203-18228-549675,08/17/2018,08/23/2018,E-3 Australian,09/17/2018,09/17/2020,"FIRST RESERVE CORPORATION, LLC",,290 HARBOR DRIVE,STAMFORD,CT,UNITED STATES OF AMERICA,,2036616601,,Y,"WEISS, BRIAN",NEW YORK,NY,"DIRECTOR, PORTFOLIO ANALYTICS",11-3031,FINANCIAL MANAGERS,523920,1,0,1,0,0,0,0,Y,234104,Level IV,Other,2018,OFLC ONLINE DATA CENTER,301000,0,,,,,STAMFORD,FAIRFIELD,CT,,CERTIFIED
I-200-18233-136551,08/21/2018,08/22/2018,H-1B,10/01/2018,09/30/2019,HRUCKUS LLC,,1101 CONNECTICUT AVE NW SUITE 450,WASHINGTON,DC,UNITED STATES OF AMERICA,,7575755205,,N,",",,,DATA WAREHOUSE SPECIALIST,15-1121,COMPUTER SYSTEMS ANALYSTS,561320,1,0,0,0,0,1,0,Y,40.83,Level II,OES,2018,OFLC ONLINE DATA CENTER,46,0,N,N,NA,Y,WASHINGTON,DC,DC,,WITHDRAWN
I-200-18228-555332,08/21/2018,08/27/2018,H-1B,08/23/2018,08/22/2021,DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,6179608170,,Y,"POORAK, SHARON",ATLANTA,GA,ADVISORY CONSULTANT,13-2051,FINANCIAL ANALYSTS,541219,3,0,1,1,0,1,0,Y,58100,N/A,Other,2017,WILLIS TOWERS WATSON: PROF. (ADMINISTRATIVE AND SALES) COMP. SURVEY,70000,0,N,N,NA,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18228-265400,08/21/2018,08/27/2018,H-1B,08/24/2018,08/23/2021,"BECHTEL OIL, GAS AND CHEMICALS, INC.",,PO BOX 7700,GLENDALE,AZ,UNITED STATES OF AMERICA,,6023681500,,Y,"GRADO-WRIGHT, ANGELICA",HOUSTON,TX,TANK ENGINEER,17-2051,CIVIL ENGINEERS,541330,1,0,0,0,0,0,1,Y,72021,N/A,Other,2018,DIETRICH SPRING 2018 ENGINEERING SALARY SURVEY,74160,75600,N,N,NA,,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18228-173585,08/21/2018,08/27/2018,H-1B,09/04/2018,09/03/2021,UNION PACIFIC RAILROAD COMPANY,,1400 DOUGLAS STREET,OMAHA,NE,UNITED STATES OF AMERICA,,4025443539,,Y,"SEVCIK, RYAN",OMAHA,NE,SENIOR PROJECT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",482111,1,0,0,0,0,1,0,Y,89020,N/A,Other,2017,"U.S. BLS OMAHA-COUNCIL BLUFFS, NE-IA SURVEY MAY 2017",95000,0,N,N,NA,,OMAHA,DOUGLAS,NE,,CERTIFIED
I-203-18175-098819,07/03/2018,07/10/2018,E-3 Australian,07/05/2018,07/05/2020,"BBDO USA, LLC",N/A,1285 AVENUE OF THE AMERICAS,NEW YORK,NY,UNITED STATES OF AMERICA,N/A,2124595000,,Y,"GORSKI, SCOTT",NEW YORK,NY,CREATIVE DIRECTOR,11-2011,ADVERTISING AND PROMOTIONS MANAGERS,541810,1,0,1,0,0,0,0,Y,218920,Level IV,OES,2018,OFLC ONLINE DATA CENTER,230000,250000,,,,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18225-721861,08/14/2018,08/20/2018,H-1B,09/17/2018,09/16/2021,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK,800 NICOLLET MALL,MINNEAPOLIS,MN,UNITED STATES OF AMERICA,,6123039841,,N,",",,,APPLICATION DEVELOPER - JAVA,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",521110,1,0,0,0,0,0,1,Y,103000,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECH & OPS) COMPENSATION SURVEY,103000,105040,N,N,,,IRVING,DALLAS COUNTY,TX,,CERTIFIED
I-200-18186-567917,07/11/2018,07/12/2018,H-1B,07/05/2018,07/04/2021,AVANT HEALTHCARE PROFESSIONALS,N/A,1211 STATE ROAD 436,CASSELBERRY,FL,UNITED STATES OF AMERICA,,4076818129,,Y,"MUSILLO, CHRISTOPHER",CINCINNATI,OH,OCCUPATIONAL THERAPIST,29-1122,OCCUPATIONAL THERAPISTS,561320,1,0,0,0,0,0,1,Y,25.09,Level I,OES,2018,OFLC ONLINE DATA CENTER,29,0,N,N,NA,Y,CARLSBAD,EDDY,NM,,DENIED
I-200-18186-738350,07/11/2018,07/12/2018,H-1B,07/05/2018,07/04/2021,AVANT HEALTHCARE PROFESSIONALS,N/A,1211 STATE ROAD 436,CASSELBERRY,FL,UNITED STATES OF AMERICA,,4076818129,,Y,"MUSILLO, CHRISTOPHER",CINCINNATI,OH,PHYSICAL THERAPIST,29-1123,PHYSICAL THERAPISTS,561320,1,0,0,0,0,0,1,Y,32.99,Level I,OES,2018,OFLC ONLINE DATA CENTER,32.99,0,N,N,NA,Y,BOWIE,PRINCE GEORGE'S,MD,,DENIED
I-200-18186-504041,07/11/2018,07/12/2018,H-1B,07/05/2018,07/04/2021,AVANT HEALTHCARE PROFESSIONALS,N/A,1211 STATE ROAD 436,CASSELBERRY,FL,UNITED STATES OF AMERICA,,4076818129,,Y,"MUSILLO, CHRISTOPHER",CINCINNATI,OH,PHYSICAL THERAPIST,29-1123,PHYSICAL THERAPISTS,561320,1,0,0,0,0,0,1,Y,31.33,Level I,OES,2018,OFLC ONLINE DATA CENTER,31.33,0,N,N,NA,Y,ST FRANCIS,CHEYENNE,KS,,WITHDRAWN
I-200-18180-879715,07/10/2018,07/16/2018,H-1B,07/12/2018,07/11/2021,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,,4040 W. BOY SCOUT BLVD.,TAMPA,FL,UNITED STATES OF AMERICA,,8133487000,,Y,"MOHAMMAD, FAIZAN",TORONTO,,ADVISORY ASSOCIATE,15-2031,OPERATIONS RESEARCH ANALYSTS,541611,1,0,0,0,0,0,1,Y,75258,N/A,Other,2017,MERCER MARKET DATA RESULTS V2 - 2017 US MBD,87000,0,N,N,NA,,COLLEGE PARK,PRINCE GEORGE'S,MD,,CERTIFIED
I-200-18199-455834,07/18/2018,07/20/2018,H-1B,07/18/2018,02/27/2021,"V-SOFT CONSULTING GROUP, INC",,101 BULLITT LANE,LOUISVILLE,KY,UNITED STATES OF AMERICA,,5024258425,5870,N,",",,,BUSINESS SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,94016,Level III,Other,2018,OFLC ONLINE DATA CENTER,94000,110000,Y,N,N,Y,BEVERLY HILLS,LOS ANGELES COUNTY,CA,,DENIED
I-200-18190-279765,07/10/2018,07/16/2018,H-1B,07/23/2018,07/22/2021,"FACEBOOK, INC.",N/A,1 HACKER WAY*,MENLO PARK,CA,UNITED STATES OF AMERICA,,4085335781,,Y,"KOBLER, MICHELLE",SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518112,1,0,0,0,0,1,0,Y,164458,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,190000,0,Y,N,Y,,MENLO PARK,SAN MATEO,CA,,CERTIFIED
I-200-18191-981998,07/10/2018,07/16/2018,H-1B,09/10/2018,09/09/2021,"HSG CO., LTD.",,"973 S. MARINE CORPS DRIVE, SUITE 202",TAMUNING,GU,UNITED STATES OF AMERICA,,6714726634,,Y,"SWAVELY, MELINDA",TAMUNING,GU,CIVIL ENGINEER,17-2051,CIVIL ENGINEERS,236220,1,1,0,0,0,0,0,Y,60445,Level III,Other,2018,OFLC ONLINE DATA CENTER,60445,0,N,N,,Y,TAMUNING,TAMUNING,GU,,CERTIFIED
I-200-18191-206791,07/10/2018,07/16/2018,H-1B,07/17/2018,07/16/2021,"TECH MAHINDRA (AMERICAS),INC.",,1001 DURHAM AVENUE,SOUTH PLAINFIELD,NJ,UNITED STATES OF AMERICA,,9732169008,,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,80704,Level II,OES,2018,OFLC ONLINE DATA CENTER,80704,0,Y,N,Y,,DEARBORN,WAYNE,MI,,CERTIFIED
I-200-18180-749823,07/18/2018,07/24/2018,H-1B,01/01/2019,12/31/2021,"ARISTA NETWORKS, INC.",N/A,5453 GREAT AMERICA PARKWAY,SANTA CLARA,CA,UNITED STATES OF AMERICA,N/A,4085475263,,Y,"AYRES, SARAH",MENLO PARK,CA,TECHNICAL SOLUTIONS ENGINEER,15-1142,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,541512,1,0,1,0,0,0,0,Y,141775,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SALARY SURVEY,141775,0,Y,N,Y,Y,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18234-300030,08/22/2018,08/28/2018,H-1B,09/18/2018,09/17/2021,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,INSTITUTION OF HIGHER EDUCATION,1515 HOLCOMBE BLVD.,HOUSTON,TX,UNITED STATES OF AMERICA,,7137921112,,N,",",,,INSTITUTE ASSOCIATE SCIENTIST II,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,32032,Level I,OES,2018,N/A,48000,0,N,N,NA,,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18191-529248,07/10/2018,07/16/2018,H-1B,10/01/2018,09/30/2021,MICHIGAN STATE UNIVERSITY,,INTERNATIONAL CENTER/OISS,EAST LANSING,MI,UNITED STATES OF AMERICA,,5173531720,,N,",",,,RESEARCH ASSOCIATE,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,41579,Level I,OES,2018,N/A,47484,0,N,N,NA,,EAST LANSING,INGHAM,MI,,CERTIFIED
I-200-18233-798949,08/22/2018,08/28/2018,H-1B,10/01/2018,09/30/2021,"ADVANCED MICRO DEVICES, INC.",,2485 AUGUSTINE DRIVE,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4087493699,,Y,"BUMGARDNER, BRIAN",RALEIGH,NC,MTS SOFTWARE DEVELOPMENT ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",334413,1,0,0,0,0,1,0,Y,128345,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,128345,231660,N,N,NA,Y,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18228-063352,08/16/2018,08/22/2018,H-1B,08/27/2018,08/27/2021,"FACEBOOK, INC.",,1 HACKER WAY,MENLO PARK,CA,UNITED STATES OF AMERICA,N/A,4085335781,,Y,"LEE, MORGAN",SAN FRANCISCO,CA,TECHNICAL PROGRAM MANAGER,11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,518112,1,0,0,0,0,1,0,Y,171241,N/A,Other,2018,RADFORD  GLOBAL TECHNOLOGY SURVEY,215000,0,Y,N,Y,,MENLO PARK,SAN MATEO,CA,,CERTIFIED
I-200-18199-117134,07/18/2018,07/24/2018,H-1B,07/31/2018,07/31/2021,"HORIZON EDUCATIONAL SERVICES, INC.",HORIZON SCIENCE ACADEMY CLEVELAND HIGH SCHOOL,6000 SOUTH MARGINAL RD.,CLEVELAND,OH,UNITED STATES OF AMERICA,,2164323660,,Y,"GENC, MUSTAFA",SCHAUMBURG,IL,COMPUTER SCIENCE TEACHER,25-2031,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND",611110,1,0,1,0,0,0,0,Y,45280,Level I,OES,2018,OFLC ONLINE DATA CENTER,45280,0,N,N,NA,Y,CLEVELAND,CUYAHOGA,OH,,CERTIFIED
I-200-18220-072044,08/16/2018,08/22/2018,H-1B,09/01/2018,08/31/2021,"PERFICIENT, INC.",,555 MARYVILLE UNIVERSITY DRIVE,ST. LOUIS,MO,UNITED STATES OF AMERICA,,4023911991,,Y,"FEINSTEIN, JESSICA",OMAHA,NE,SOLUTIONS ARCHITECT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,0,0,0,0,0,1,Y,91146,Level III,OES,2018,OFLC ONLINE DATA CENTER,124800,0,Y,N,Y,,COSTA MESA,ORANGE,CA,,CERTIFIED
